image,adult_males,subadult_males,adult_females,juveniles,pups,unknown
881.jpg,"[(1900, 3271), (554, 3218), (1594, 3172), (2619, 3137), (913, 3054), (2186, 2972), (1902, 2961), (2576, 2907), (2473, 2904), (2239, 2795), (2065, 2769), (2533, 2696), (2278, 2694), (594, 2694), (1280, 2594), (2480, 2574), (1917, 2422), (1542, 2235), (2443, 2220), (568, 2206), (2294, 2104), (1317, 2065), (2180, 2021), (1198, 2007), (1924, 1865), (2115, 1821), (2488, 1769), (654, 1724), (1848, 1710), (2551, 1677), (1899, 1578), (1078, 1509), (2483, 1505), (1774, 1085), (1620, 745), (1821, 741), (1938, 479), (1470, 465), (1845, 412), (1767, 318), (1889, 286), (951, 128), (1373, 122)]","[(2064, 3250), (2585, 3234), (2401, 3180), (2346, 3068), (422, 2940), (2611, 2790), (2964, 2490), (3009, 2460), (2665, 2001), (771, 1908), (949, 1876), (2758, 1867), (576, 1790), (2319, 1060), (1252, 904), (2009, 260)]","[(1334, 3297), (1673, 3255), (1836, 3252), (1378, 3245), (1992, 3228), (2551, 3216), (1470, 3201), (2144, 3189), (2460, 3188), (1410, 3188), (2308, 3177), (2470, 3166), (2258, 3152), (2551, 3149), (2419, 3149), (1931, 3122), (1827, 3122), (2018, 3121), (2166, 3115), (1776, 3109), (2544, 3108), (2394, 3093), (2464, 3065), (2579, 3061), (2496, 3048), (2001, 3018), (2559, 3014), (2351, 3007), (804, 3000), (2655, 2997), (2571, 2966), (1724, 2965), (698, 2962), (1978, 2957), (894, 2935), (2364, 2921), (2392, 2920), (1805, 2907), (2255, 2899), (2396, 2885), (2127, 2876), (2706, 2872), (2183, 2852), (1829, 2842), (2602, 2753), (2034, 2709), (1815, 2572), (2403, 2551), (1770, 2538), (2157, 2531), (2408, 2520), (2547, 2519), (2430, 2519), (2183, 2512), (1909, 2502), (2247, 2487), (1590, 2485), (2497, 2441), (2524, 2422), (2099, 2420), (1501, 2408), (1964, 2381), (1520, 2374), (2115, 2289), (1967, 2262), (2134, 2242), (2192, 2241), (2071, 2236), (2319, 2231), (2260, 2228), (2162, 2218), (2021, 2212), (2313, 2172), (2061, 2154), (2165, 2142), (2460, 2118), (277, 2116), (2211, 2090), (1969, 2085), (2363, 2083), (2143, 2079), (2085, 2078), (2020, 2061), (2209, 2055), (2450, 2040), (1782, 2018), (1931, 2016), (2316, 2008), (2443, 1999), (1429, 1994), (1723, 1989), (1690, 1983), (1832, 1967), (2227, 1959), (1672, 1926), (2185, 1911), (2042, 1904), (2215, 1891), (2325, 1887), (1813, 1885), (2436, 1872), (2170, 1868), (2261, 1864), (2475, 1849), (2354, 1806), (1793, 1791), (2436, 1780), (2268, 1775), (2195, 1755), (1563, 1742), (2256, 1736), (2302, 1729), (2462, 1724), (2414, 1708), (2048, 1690), (2497, 1689), (2177, 1689), (2394, 1679), (2485, 1672), (2195, 1649), (2364, 1618), (2496, 1615), (2418, 1600), (2449, 1555), (2566, 1524), (2389, 1516), (2443, 1506), (2543, 1456), (2332, 1419), (2258, 1383), (2210, 1370), (2378, 1365), (2533, 1364), (2309, 1356), (2195, 1347), (2338, 1346), (2456, 1328), (2453, 1309), (2338, 1307), (1404, 1127), (2310, 1096), (1311, 1076), (1320, 1026), (2236, 1025), (2235, 1012), (1465, 1007), (1539, 957), (1549, 909), (2013, 899), (2020, 864), (2062, 819), (1380, 817), (1059, 731), (2069, 714), (1785, 700), (1196, 627), (1126, 581), (1199, 570), (1532, 537), (1391, 497), (1615, 490), (1293, 429), (1470, 422), (1944, 409), (1625, 400), (1917, 162), (853, 157), (914, 137), (865, 84)]","[(2362, 3226), (1634, 3139), (2086, 3137), (2430, 3093), (2573, 3092), (2411, 3079), (2479, 3045), (2633, 3027), (2201, 3017), (2511, 3012), (2553, 2997), (2557, 2981), (2421, 2938), (2025, 2933), (2418, 2908), (2349, 2896), (2411, 2894), (1682, 2867), (2535, 2793), (2470, 2788), (2583, 2773), (2580, 2672), (2619, 2564), (2595, 2527), (2260, 2502), (2456, 2301), (2163, 2239), (2349, 2107), (1776, 2060), (1706, 2018), (2058, 1937), (2046, 1866), (2395, 1847), (2392, 1828), (2466, 1785), (2181, 1782), (1853, 1779), (2093, 1772), (2182, 1744), (2302, 1705), (2178, 1663), (2306, 1536), (2214, 1507), (2071, 1414), (2111, 1401), (1989, 1385), (2297, 1329), (2103, 1311), (1603, 1241), (2291, 1114), (2217, 959), (2095, 955), (1574, 934), (2092, 758), (2029, 676), (1823, 549), (1963, 449), (1929, 228)]","[(1919, 3275), (1673, 3274), (1572, 3250), (1812, 3241), (1590, 3234), (2534, 3220), (1983, 3213), (2133, 3207), (1460, 3184), (1391, 3180), (2294, 3156), (2534, 3152), (1811, 3144), (2180, 3135), (1645, 3121), (1375, 3120), (2562, 3068), (1776, 3061), (1666, 3060), (1643, 3046), (1665, 3035), (1621, 3027), (1988, 3011), (1730, 3011), (1679, 3009), (1695, 3004), (1608, 3001), (2350, 2983), (1996, 2982), (1797, 2980), (1820, 2969), (1657, 2950), (2026, 2947), (1641, 2943), (2272, 2899), (1806, 2886), (2382, 2868), (2173, 2866), (2120, 2859), (1719, 2856), (1651, 2852), (1814, 2849), (2369, 2792), (2325, 2789), (1863, 2726), (2346, 2718), (1810, 2713), (1916, 2710), (1937, 2709), (2627, 2701), (2011, 2693), (1930, 2690), (1859, 2653), (2078, 2652), (1798, 2643), (2107, 2641), (1875, 2638), (2091, 2629), (1803, 2606), (1810, 2593), (1670, 2517), (1918, 2483), (1829, 2455), (1501, 2422), (2121, 2412), (1696, 2367), (1724, 2364), (1584, 2354), (1703, 2350), (2001, 2322), (2035, 2320), (1740, 2318), (2099, 2300), (1955, 2275), (2052, 2250), (2247, 2237), (2001, 2225), (2186, 2213), (1779, 2213), (2030, 2163), (1805, 2155), (2440, 2126), (2129, 2118), (2078, 2093), (1945, 2090), (2012, 2077), (2185, 2071), (2373, 2070), (1890, 2047), (1910, 2001), (1795, 1965), (2216, 1946), (2159, 1931), (1785, 1896), (2300, 1881), (2440, 1857), (2200, 1836), (1684, 1783), (2416, 1763), (1759, 1756), (2274, 1750), (1985, 1745), (2289, 1734), (2037, 1706), (2478, 1703), (2187, 1672), (2330, 1637), (2181, 1626), (2480, 1611), (2397, 1582), (2433, 1564), (2302, 1516), (2372, 1496), (2404, 1477), (2335, 1441), (2356, 1374), (2251, 1032)]","[(1610, 3294), (1580, 3294), (2079, 3293), (1633, 3293), (1602, 3293), (1588, 3293), (1572, 3293), (1562, 3292), (1670, 3291), (1540, 3285), (1412, 3280), (1503, 3276), (2406, 3243), (2377, 3243), (2348, 3243), (2316, 3243), (2287, 3243), (2257, 3243), (2230, 3243), (2386, 3242), (2368, 3242), (2340, 3242), (2249, 3242), (2235, 3242)]"
883.jpg,"[(2290, 3191)]","[(4042, 3122), (2631, 997), (2683, 878)]",[],[],[],[]
884.jpg,"[(1898, 2100), (1882, 1458), (764, 797)]",[],"[(3037, 2601), (2240, 2541), (2515, 2529), (2391, 2485), (2178, 2447), (2086, 2438), (2215, 2363), (1997, 2345), (1946, 2327), (2093, 2314), (2248, 2283), (2197, 2273), (2053, 2273), (2451, 2247), (1884, 2235), (2061, 2209), (1976, 2198), (1901, 2194), (2072, 2173), (1947, 2167), (1713, 2157), (2156, 2136), (2835, 2122), (2103, 2101), (2835, 2094), (2507, 2064), (2033, 2062), (2777, 2058), (1858, 1997), (3282, 1971), (1919, 1952), (1854, 1945), (2089, 1918), (1966, 1886), (1887, 1880), (1751, 1874), (2536, 1833), (2193, 1816), (2299, 1813), (1693, 1802), (2347, 1792), (2432, 1757), (2392, 1728), (2443, 1724), (2003, 1720), (2055, 1700), (2107, 1697), (2486, 1686), (1837, 1667), (2158, 1155), (2417, 1095), (2524, 1009), (2370, 1005), (650, 647), (700, 636), (880, 625), (807, 621), (856, 584), (1007, 368)]","[(2365, 2300), (2260, 2231), (2047, 1953), (2147, 1920), (2062, 1911), (2292, 1892), (2156, 1886), (2049, 1885), (2441, 1881), (2272, 1812), (2029, 1793), (2104, 1792), (2443, 1603)]","[(2049, 2439), (2001, 1987), (1790, 1923), (1803, 1917), (2082, 1843), (1909, 1827), (1601, 1729)]",[]
885.jpg,"[(2281, 2311), (2170, 2035), (2310, 1929)]",[],"[(2317, 2380), (2533, 2334), (2324, 2326), (2617, 2300), (2226, 2266), (2165, 2265), (2117, 2227), (2318, 2206), (2229, 2202), (2305, 2189), (2115, 2157), (2125, 2136), (2081, 2116), (2540, 2104), (2496, 2094), (2468, 2050), (2074, 2001), (2311, 1982), (2492, 1962), (2553, 1942), (1625, 1893)]","[(2146, 2308), (2119, 2285), (2141, 2264), (2249, 2259), (2279, 2243), (2261, 2233), (2362, 2160), (2315, 2144), (2448, 2048), (2396, 2040), (2359, 2029), (2346, 2011)]",[],[]
886.jpg,"[(570, 2186), (1061, 1826)]",[],"[(386, 2378), (252, 2336), (410, 2306), (380, 2241), (559, 2240), (488, 2234), (693, 2209), (406, 2201), (278, 2148), (262, 2147), (295, 2130), (331, 2084), (501, 2067), (370, 2055), (638, 2046), (384, 2039), (428, 2019), (743, 2016), (558, 2014), (434, 1995), (794, 1991), (428, 1898), (322, 1872), (600, 1847), (536, 1802), (820, 1795), (967, 1748), (903, 1668)]",[],"[(235, 2343), (309, 2334), (435, 2312), (360, 2237), (549, 2221), (723, 2206), (429, 2190), (618, 2064), (806, 1982), (367, 1939), (581, 1925), (581, 1865), (330, 1847), (545, 1784), (832, 1778)]",[]
887.jpg,"[(1575, 620)]","[(790, 2058), (2129, 1316)]",[],[],[],[]
888.jpg,"[(1584, 2792)]",[],"[(1229, 3197), (1564, 2743), (1473, 2743), (1939, 2657), (1734, 2646)]","[(1191, 3180), (1676, 2763), (1967, 2627), (1787, 2332)]",[],"[(366, 3032)]"
889.jpg,"[(3163, 1447), (3171, 1446), (3222, 1435), (3230, 1434), (3412, 1225), (3913, 1003), (3397, 892), (3249, 808), (3193, 545), (3584, 538), (3517, 364), (2875, 154)]",[],"[(1838, 1669), (2064, 1667), (1810, 1608), (2717, 1279), (2579, 1228), (2734, 1213), (2727, 1184), (3540, 1176), (2991, 1168), (3137, 1030), (3167, 1018), (3204, 975), (3023, 962), (3143, 948), (3183, 943), (3123, 931), (3245, 929), (4165, 914), (3102, 913), (3209, 903), (3210, 880), (3340, 874), (3052, 871), (3491, 870), (2998, 827), (3165, 826), (3317, 824), (3424, 813), (3201, 803), (3223, 774), (3332, 769), (3387, 602)]","[(1799, 1707), (1949, 1676), (1920, 1529), (3213, 932)]","[(3590, 1145), (3540, 1048), (3539, 1035), (3541, 1024), (3569, 1019), (3603, 1014), (3631, 1007), (3623, 991), (3641, 945), (4194, 901), (3501, 825), (3417, 761), (3485, 758), (3454, 737)]","[(3147, 1450), (3193, 1441), (3207, 1439)]"
890.jpg,"[(1938, 2495), (2184, 2399), (1869, 710)]",[],"[(2551, 2093), (1881, 780), (1867, 775), (1916, 710), (1974, 671), (1872, 660), (1838, 642), (1915, 634), (1811, 611), (1900, 602)]","[(2026, 2400), (1977, 2394), (1915, 783)]",[],"[(2605, 2215), (4991, 1899), (3071, 1096)]"
891.jpg,"[(1544, 2328), (1912, 1502), (2164, 1013), (3167, 574), (2793, 513), (3482, 497), (3060, 226)]",[],"[(1906, 3177), (2179, 2613), (2576, 2602), (2633, 2532), (1847, 2161), (1720, 2125), (1887, 2043), (1814, 2027), (1885, 2005), (1906, 1902), (1572, 1900), (1983, 1879), (1591, 1809), (2101, 1780), (2023, 1551), (1837, 1403), (2190, 1247), (1753, 1206), (1859, 1093), (1775, 1011), (1832, 940), (1892, 899), (1798, 803), (2442, 407), (3025, 182), (3114, 108), (3289, 23)]","[(2547, 2596), (2442, 2553), (1868, 1933), (1567, 1479), (2230, 1044)]","[(1878, 2126), (1870, 2080), (1786, 1996), (1900, 1989), (1875, 1875), (1580, 1868), (1859, 1866), (2155, 1749), (1988, 1360), (1853, 1344), (1841, 1252), (1765, 976), (2359, 882), (1937, 881), (1953, 788), (2434, 744), (1913, 723), (1960, 700), (2559, 327), (3012, 154), (3095, 112), (3242, 52)]",[]
892.jpg,"[(1103, 2455), (490, 2272), (1732, 2140), (2000, 2119), (606, 2042), (2388, 2012), (166, 1901), (3964, 1783), (1528, 1699), (708, 1639), (2716, 1282), (202, 1208), (797, 869), (4952, 715), (1057, 419), (2090, 225)]","[(3715, 2053), (3058, 1106), (4206, 725), (500, 505), (3279, 391), (2562, 222)]","[(1101, 2610), (1273, 2608), (1392, 2597), (629, 2560), (2358, 2542), (1836, 2533), (2344, 2465), (1443, 2447), (3093, 2440), (546, 2437), (1577, 2401), (3087, 2399), (712, 2355), (2026, 2351), (569, 2343), (334, 2335), (1441, 2300), (1069, 2292), (1839, 2282), (1577, 2269), (3220, 2242), (1956, 2198), (2865, 2193), (2978, 2165), (853, 2147), (1855, 2137), (1444, 2130), (956, 2127), (3303, 2084), (149, 2082), (677, 2029), (1819, 2014), (1601, 2003), (1081, 1973), (39, 1949), (1955, 1899), (1507, 1878), (410, 1866), (1283, 1858), (3795, 1836), (3654, 1804), (92, 1799), (1726, 1797), (573, 1787), (26, 1774), (1864, 1760), (1730, 1714), (1197, 1700), (3578, 1641), (4662, 1639), (1290, 1637), (1990, 1600), (775, 1600), (4653, 1587), (1317, 1568), (128, 1551), (1075, 1540), (142, 1503), (851, 1486), (375, 1473), (2269, 1468), (272, 1456), (4797, 1438), (555, 1412), (11, 1370), (1021, 1359), (188, 1317), (2067, 1290), (1944, 1258), (1065, 1224), (640, 1224), (1194, 1212), (2761, 1182), (2626, 1180), (918, 1170), (386, 1162), (610, 1151), (1268, 1088), (768, 1082), (1485, 1072), (2239, 1058), (1751, 1042), (477, 1029), (877, 984), (2777, 961), (4225, 953), (1266, 930), (530, 902), (4214, 883), (3273, 879), (2830, 877), (717, 875), (4123, 865), (3754, 863), (3522, 831), (3988, 828), (2250, 807), (3212, 805), (292, 790), (2999, 747), (2561, 745), (3883, 732), (3689, 714), (4312, 711), (4112, 705), (850, 694), (970, 691), (1515, 673), (2551, 657), (3610, 655), (3041, 635), (1301, 625), (2636, 624), (3343, 619), (4046, 617), (4175, 615), (4397, 590), (2826, 577), (1561, 552), (2588, 550), (3643, 497), (1242, 481), (3160, 423), (2706, 410), (3884, 398), (4982, 382), (2953, 379), (3925, 366), (3586, 348), (1139, 316), (1797, 309), (3712, 308), (2794, 300), (2676, 295), (1721, 282), (3241, 256), (3545, 241), (3386, 222), (2717, 209), (2927, 195), (2667, 192), (2754, 188), (2673, 159), (3298, 131)]","[(4151, 1556), (1928, 1122), (3889, 609)]","[(2215, 2647), (2227, 2627), (1162, 2606), (1791, 2587), (2428, 2573), (1362, 2569), (765, 2558), (560, 2485), (2754, 2466), (2100, 2443), (2354, 2429), (1460, 2424), (586, 2372), (304, 2366), (2874, 2349), (3118, 2348), (1575, 2326), (1025, 2324), (1780, 2289), (1404, 2275), (3192, 2264), (1451, 2228), (1990, 2217), (2889, 2211), (782, 2186), (1379, 2183), (1066, 2183), (2942, 2121), (1819, 2115), (2876, 2108), (814, 2089), (225, 2086), (3321, 2034), (639, 2024), (1619, 2014), (1164, 2014), (867, 2010), (1854, 1998), (37, 1984), (1335, 1904), (1658, 1890), (658, 1884), (1456, 1883), (1794, 1876), (489, 1831), (6, 1816), (134, 1808), (3598, 1792), (1758, 1789), (126, 1708), (129, 1676), (1102, 1668), (333, 1657), (1235, 1633), (133, 1625), (1719, 1602), (988, 1586), (811, 1585), (3381, 1583), (834, 1583), (1753, 1564), (1352, 1537), (395, 1522), (2292, 1497), (2222, 1459), (176, 1447), (239, 1421), (1034, 1410), (857, 1398), (1959, 1356), (191, 1349), (548, 1328), (276, 1307), (2116, 1294), (1276, 1281), (2649, 1234), (1081, 1163), (956, 1155), (1271, 1141), (2744, 1133), (633, 1109), (468, 1071), (792, 1051), (2883, 1042), (2254, 1017), (2784, 999), (1790, 999), (914, 985), (1491, 952), (505, 917), (1214, 914), (662, 898), (4077, 884), (3790, 870), (3301, 846), (2834, 828), (268, 809), (1066, 795), (3225, 784), (2916, 771), (3902, 769), (2453, 760), (3660, 713), (2522, 689), (815, 680), (939, 677), (2851, 660), (1443, 659), (3353, 655), (1264, 637), (2228, 636), (2971, 625), (2688, 616), (2575, 579), (1564, 506), (3201, 482), (1167, 477), (2644, 433), (1208, 377), (2977, 345), (2673, 330), (2616, 234), (3402, 211), (3278, 88)]","[(2199, 2664), (2191, 2661), (2165, 2654), (2147, 2649), (1461, 2587), (2604, 2542), (2813, 2475), (2797, 2473), (3145, 2460), (3163, 2459), (2392, 1265)]"
893.jpg,"[(360, 1541)]","[(125, 2888), (346, 2502), (476, 1764)]","[(193, 3132), (217, 2300), (352, 2299), (276, 2228), (252, 2208), (206, 2205), (169, 2186), (339, 2160), (650, 2132), (456, 2118), (573, 2098), (512, 2094), (341, 2092), (338, 2046), (301, 2004), (480, 1993), (292, 1983), (388, 1935), (568, 1927), (329, 1901), (437, 1860), (192, 1828), (468, 1818), (416, 1778), (711, 1609), (772, 1596), (803, 1574), (559, 1495), (590, 1439), (509, 1437)]","[(315, 2533), (233, 2278), (431, 2152), (593, 2117), (384, 2098), (446, 2094), (500, 2071), (679, 2063), (575, 2047), (390, 2045), (462, 2044), (616, 2029), (539, 2026), (419, 2024), (685, 2012), (601, 2002), (423, 1996), (576, 1987), (555, 1957), (672, 1951), (490, 1946), (305, 1945), (226, 1934), (644, 1928), (507, 1925), (745, 1901), (564, 1896), (629, 1892), (465, 1892), (515, 1891), (393, 1890), (597, 1879), (517, 1855), (406, 1842), (405, 1795)]","[(189, 1906), (660, 1888), (188, 1873), (428, 1773), (570, 1500), (613, 1444), (504, 1415), (328, 1320)]",[]
894.jpg,"[(645, 1689), (1132, 1685)]","[(565, 1763), (936, 1603)]","[(1536, 2369), (1460, 2363), (1442, 2325), (950, 2261), (1291, 2250), (969, 2239), (1199, 2143), (765, 2133), (1190, 2127), (910, 2095), (744, 2092), (1127, 2078), (876, 2046), (823, 2010), (791, 1985), (767, 1981), (700, 1947), (1112, 1929), (655, 1921), (1292, 1907), (1045, 1893), (515, 1884), (1273, 1883), (1074, 1873), (473, 1864), (1227, 1816), (1271, 1784), (587, 1774), (1210, 1757), (1270, 1740), (683, 1734), (570, 1731), (1151, 1709), (666, 1709), (564, 1695), (645, 1666), (1135, 1631), (1126, 1596), (762, 1592), (1162, 1574), (1137, 1570)]","[(1435, 2312), (1307, 2260), (857, 2259), (779, 2157), (918, 2116), (871, 2098), (741, 2071), (859, 2039), (1104, 2038), (702, 1965), (583, 1946), (578, 1928), (1308, 1925), (1093, 1908), (1318, 1907), (527, 1903), (657, 1897), (535, 1869), (1117, 1868), (1292, 1841), (618, 1794), (692, 1789), (602, 1788), (1255, 1783), (1201, 1771), (1211, 1769), (1252, 1761), (636, 1732), (592, 1718), (1254, 1714), (577, 1707), (1205, 1683), (1198, 1666), (615, 1662), (1157, 1625), (1115, 1625), (1151, 1614), (1095, 1609), (916, 1601)]",[],[]
895.jpg,"[(1772, 2116), (2303, 2033), (2164, 1386)]","[(2196, 1646), (2027, 1596)]","[(1947, 2181), (2087, 2084), (1768, 2054), (2131, 2035), (2104, 2004), (2056, 1967), (2050, 1951), (1957, 1942), (1728, 1934), (2034, 1916), (1882, 1916), (2075, 1889), (1939, 1887), (1785, 1876), (2090, 1867), (1898, 1865), (1714, 1863), (1874, 1854), (1725, 1852), (2048, 1843), (1702, 1841), (1762, 1818), (1737, 1810), (2130, 1773), (2178, 1761), (2099, 1751), (2077, 1749), (1998, 1741), (2227, 1740), (2074, 1733), (1989, 1720), (2076, 1715), (1815, 1711), (2205, 1702), (2222, 1698), (2061, 1698), (1800, 1698), (2021, 1682), (2056, 1679), (1836, 1677), (2030, 1675), (2112, 1669), (1860, 1657), (2035, 1636), (2171, 1631), (2030, 1622), (2127, 1594), (2003, 1583), (2070, 1552), (2156, 1230), (2191, 1220), (1427, 634)]","[(2076, 1997), (2094, 1986), (2094, 1958), (2082, 1927), (1966, 1855), (1846, 1839), (2126, 1709), (2046, 1606), (2081, 1571), (2001, 1545), (1900, 1535), (2170, 1349), (2189, 1341), (1125, 1118), (1283, 637)]","[(2160, 2005), (2085, 1899), (1800, 1837), (2166, 1738), (2132, 1720), (1996, 1526), (1913, 1518)]",[]
896.jpg,"[(1441, 3167), (1462, 2985), (1255, 2045), (1386, 1641)]",[],[],[],[],[]
897.jpg,[],"[(3613, 1873), (3619, 1675), (3656, 1486), (3420, 1416)]","[(3773, 1863), (3822, 1834), (3808, 1815), (3599, 1815), (3918, 1789), (3667, 1779), (3748, 1767), (3787, 1748), (3617, 1744), (3776, 1726), (3737, 1725), (3734, 1692), (3516, 1671), (3701, 1669), (3739, 1667), (3690, 1554), (3637, 1313), (3474, 1308), (3619, 1277), (3609, 1240), (3630, 1182)]","[(3780, 1893), (3637, 1883), (3814, 1875), (3761, 1836), (3607, 1623), (3594, 1596), (3671, 1417), (3625, 1397), (3610, 1315), (3638, 1235), (3617, 1202)]",[],"[(2367, 2521), (2288, 2399), (2170, 2355), (2391, 2331), (2612, 2324), (2261, 2277), (2367, 2243), (2515, 2072), (2427, 2024), (2250, 2024), (2560, 1956), (1848, 1555), (1706, 1327), (3203, 1223), (2109, 1172), (2928, 1092), (192, 1019), (254, 998), (3019, 978), (900, 474)]"
898.jpg,"[(1972, 3127), (182, 3082), (1803, 2950), (486, 2935), (2070, 2926), (1453, 2743), (2158, 2477), (752, 2043), (979, 1930), (2180, 1899)]","[(1307, 3107), (2755, 3035), (2496, 2792), (1683, 2350)]","[(407, 3283), (31, 3281), (1278, 3259), (1095, 3256), (205, 3250), (106, 3218), (170, 3189), (64, 3186), (230, 3170), (27, 3160), (127, 3148), (46, 3120), (10, 3117), (85, 3116), (130, 3091), (838, 3041), (938, 3008), (155, 2965), (1095, 2860), (920, 2858), (1151, 2849), (531, 2838), (1145, 2788), (508, 2786), (345, 2770), (934, 2769), (1566, 2728), (1008, 2726), (1889, 2723), (628, 2717), (1190, 2714), (450, 2707), (1770, 2701), (895, 2687), (1929, 2682), (1167, 2665), (31, 2620), (1900, 2616), (507, 2602), (1207, 2596), (667, 2583), (1772, 2548), (1108, 2545), (1935, 2535), (1329, 2530), (974, 2529), (1983, 2527), (1598, 2501), (756, 2495), (303, 2474), (1949, 2469), (1686, 2464), (140, 2440), (774, 2429), (1384, 2402), (1074, 2389), (1510, 2376), (1887, 2357), (1401, 2317), (2149, 2314), (1819, 2312), (1314, 2301), (2170, 2265), (2113, 2227), (1267, 2190), (1534, 2168), (1404, 2132), (1316, 2064), (1459, 2035), (1322, 2001), (1558, 1995), (873, 1987), (1655, 1920), (1441, 1914), (884, 1888), (1512, 1845), (1714, 1842), (1892, 1784), (1670, 1744)]","[(193, 3015), (1196, 2833), (1788, 2609), (1874, 2301), (1289, 2300), (2160, 2233)]","[(1234, 3209), (1064, 3080), (939, 3042), (1109, 2928), (737, 2834), (638, 2823), (1103, 2821), (1846, 2764), (953, 2745), (925, 2713), (1162, 2707), (1516, 2706), (1715, 2663), (1028, 2650), (1859, 2601), (1297, 2598), (1174, 2593), (1607, 2536), (1039, 2522), (1743, 2518), (454, 2515), (1654, 2489), (1902, 2480), (1028, 2461), (1365, 2434), (1100, 2396), (943, 2347), (1487, 2341), (1769, 2305), (1391, 2299), (1356, 2279), (1237, 2238), (1985, 2202), (1508, 2178), (1388, 2159), (1466, 2073), (956, 2054), (1590, 1976), (1304, 1949), (1610, 1913), (1392, 1902), (925, 1884), (1861, 1830), (1560, 1823), (1695, 1787)]","[(2948, 3243), (2989, 3241), (2971, 3241)]"
899.jpg,"[(2395, 1982), (2217, 432)]","[(1928, 357), (1331, 325)]","[(2094, 774), (2082, 752), (2164, 493)]","[(2066, 821), (2067, 714), (2134, 422)]",[],[]
